ICAO,YEAR,PHASE,STND,RWY,SMPL,REF_MEAN,REF_P20,REF_P05,REF_P15,REF_PBWG
EGLL,2023,ARR,253L,27L,286,6.996503496503497,5,4,5,4.5
EGLL,2023,ARR,253L,27R,305,7.081967213114754,5,4,5,4.5
EGLL,2023,ARR,253R,09L,70,8.214285714285714,5,4,5,4.5
EGLL,2023,ARR,253R,09R,4,8,6.200000000000001,5.299999999999999,5.8999999999999995,5.6
EGLL,2023,ARR,253R,27L,123,6.390243902439025,4.400000000000002,4,4,4
EGLL,2023,ARR,253R,27R,130,7.861538461538461,5,4.45,5,4.725
EGLL,2023,ARR,254L,27R,1,5,5,5,5,5
EGLL,2023,ARR,254R,09L,1,9,9,9,9,9
EGLL,2023,ARR,255,09L,3,8,7.4,7.1,7.3,7.199999999999999
EGLL,2023,ARR,255,27L,6,10.666666666666666,8,7.25,7.75,7.5
EGLL,2023,ARR,255,27R,5,12.6,6,6,6,6
EGLL,2023,ARR,255L,09L,1,10,10,10,10,10
EGLL,2023,ARR,255L,27L,2,9.5,7.4,6.35,7.049999999999999,6.699999999999999
EGLL,2023,ARR,256,09L,2,7.5,6.6000000000000005,6.1499999999999995,6.449999999999999,6.299999999999999
EGLL,2023,ARR,256,09R,1,10,10,10,10,10
EGLL,2023,ARR,256,27L,3,11.666666666666666,8.2,7.3,7.9,7.6
EGLL,2023,ARR,256,27R,3,13,8,8,8,8
EGLL,2023,ARR,257,09L,3,7.333333333333333,5.4,5.1000000000000005,5.300000000000001,5.200000000000001
EGLL,2023,ARR,257,09R,1,6,6,6,6,6
EGLL,2023,ARR,257,27L,7,8.571428571428571,7,6.3,6.8999999999999995,6.6
EGLL,2023,ARR,257,27R,5,16.2,5.800000000000001,5.199999999999999,5.6,5.3999999999999995
EGLL,2023,ARR,258,27L,2,9,7.8,7.2,7.6,7.4
EGLL,2023,ARR,258,27R,6,8.833333333333334,7,5.5,6.5,6
EGLL,2023,ARR,301,09L,443,11.733634311512414,8,7,7,7
EGLL,2023,ARR,301,09R,33,7.787878787878788,4,3.6,4,3.8
EGLL,2023,ARR,301,27L,531,10.054613935969867,5,4,5,4.5
EGLL,2023,ARR,301,27R,595,11.942857142857143,7,6,7,6.5
EGLL,2023,ARR,303,09L,190,14.147368421052631,8,7,8,7.5
EGLL,2023,ARR,303,09R,8,12.625,6.600000000000001,5,5.199999999999999,5.1
EGLL,2023,ARR,303,27L,284,10.855633802816902,5,5,5,5
EGLL,2023,ARR,303,27R,284,12.390845070422536,7,6,7,6.5
EGLL,2023,ARR,303L,09L,356,12.13202247191011,7,6,7,6.5
EGLL,2023,ARR,303L,09R,1,3,3,3,3,3
EGLL,2023,ARR,303L,27L,374,10.074866310160429,4,3,3,3
EGLL,2023,ARR,303L,27R,403,11.833746898263026,7,6,6,6
EGLL,2023,ARR,303R,09L,364,11.381868131868131,7,6,7,6.5
EGLL,2023,ARR,303R,09R,5,8,3,3,3,3
EGLL,2023,ARR,303R,27L,371,8.967654986522911,4,3,3,3
EGLL,2023,ARR,303R,27R,380,11.510526315789473,7,6,7,6.5
EGLL,2023,ARR,305,09L,339,13.209439528023598,9,7,8,7.5
EGLL,2023,ARR,305,09R,6,7.833333333333334,2,2,2,2
EGLL,2023,ARR,305,27L,416,9.730769230769234,6,4,5.25,4.625
EGLL,2023,ARR,305,27R,427,10.943793911007026,7,6,7,6.5
EGLL,2023,ARR,305L,09L,167,11.281437125748504,7,6,7,6.5
EGLL,2023,ARR,305L,27L,219,10.118721461187215,4,3,4,3.5
EGLL,2023,ARR,305L,27R,221,11.552036199095022,6,5,6,5.5
EGLL,2023,ARR,305R,09L,168,10.755952380952383,7,6,7,6.5
EGLL,2023,ARR,305R,27L,232,8.099137931034484,4,3,3,3
EGLL,2023,ARR,305R,27R,220,10.363636363636367,7,5,6,5.5
EGLL,2023,ARR,307,09L,475,11.442105263157893,9,7,8,7.5
EGLL,2023,ARR,307,09R,33,6.545454545454545,5,4,5,4.5
EGLL,2023,ARR,307,27L,632,8.675632911392407,5,4,5,4.5
EGLL,2023,ARR,307,27R,677,10.355982274741507,7,6,7,6.5
EGLL,2023,ARR,309,09L,643,11.435458786936236,6,6,6,6
EGLL,2023,ARR,309,09R,4,12.75,7,7,7,7
EGLL,2023,ARR,309,27L,810,7.970370370370369,3,2,3,2.5
EGLL,2023,ARR,309,27R,787,10.477763659466326,6,5,6,5.5
EGLL,2023,ARR,311,09L,637,11.26059654631083,7,6,6,6
EGLL,2023,ARR,311,09R,6,22.333333333333332,6,3.75,5.25,4.5
EGLL,2023,ARR,311,27L,815,9.352147239263806,3,3,3,3
EGLL,2023,ARR,311,27R,797,11.530740276035129,7,5,6,5.5
EGLL,2023,ARR,313,09L,7,12.571428571428571,9.2,9,9,9
EGLL,2023,ARR,313,27L,12,12.75,5.2,4.55,5,4.775
EGLL,2023,ARR,313,27R,7,7.857142857142857,7,7,7,7
EGLL,2023,ARR,316,09L,343,10.142857142857144,7,6,7,6.5
EGLL,2023,ARR,316,09R,15,5.733333333333333,5,4.7,5,4.85
EGLL,2023,ARR,316,27L,435,7.731034482758623,4,4,4,4
EGLL,2023,ARR,316,27R,407,8.91646191646192,5,5,5,5
EGLL,2023,ARR,317,09L,351,9.894586894586894,7,6,7,6.5
EGLL,2023,ARR,317,09R,15,8.266666666666667,6,5,6,5.5
EGLL,2023,ARR,317,27L,439,7.831435079726654,4,4,4,4
EGLL,2023,ARR,317,27R,423,8.877068557919623,5,5,5,5
EGLL,2023,ARR,318,09L,342,11.970760233918128,7,6,7,6.5
EGLL,2023,ARR,318,09R,24,11.375,8,7.15,8,7.575
